Class,Text
ham,it vl bcum more difficult  
ham,you call times job today ok umma and ask them to speed up
ham,printer is cool  i mean groovy  wine is groovying
ham,yeah like if it goes like it did with my friends imma flip my shit in like half an hour
spam,freemsg hey u  i just got 1 of these video pic fones  reply wild to this txt   ill send u my pics  hurry up im so bored at work xxx  18 150p rcvd stop2stop 
ham,okie    thanx   
ham,you call him now ok i said call him
ham,kinda  first one gets in at twelve  aah  speak tomo
ham,you flippin your shit yet 
spam,jamster  to get your free wallpaper text heart to 88888 now  t c apply  16 only  need help  call 08701213186 
ham,depends on quality  if you want the type i sent boye  faded glory  then about 6  if you want ralphs maybe 2
ham,aiyar sorry lor forgot 2 tell u   
ham,am also doing in cbe only  but have to pay 
ham,do u konw waht is rael friendship im gving yuo an exmpel  jsut ese tihs msg   evrey splleing of tihs msg is wrnog   bt sitll yuo can raed it wihtuot ayn mitsake   goodnight  amp  have a nice sleep  sweet dreams  
spam,4mths half price orange line rental   latest camera phones 4 free  had your phone 11mths   call mobilesdirect free on 08000938767 to update now  or2stoptxt
spam,get a brand new mobile phone by being an agent of the mob  plus loads more goodies  for more info just text mat to 87021 
spam,free ringtone  reply real or poly eg real1 1  pushbutton 2  dontcha 3  babygoodbye 4  golddigger 5  webeburnin 1st tone free and 6 more when u join for å 3 wk
ham,just gettin a bit arty with my collages at the mo  well tryin 2 ne way  got a roast in a min lovely i shall enjoy that 
ham,eat jap done oso aft ur lect wat    ìï got lect at 12 rite    
ham,yunny i m walking in citylink now ì_ faster come down    me very hungry   
ham,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear 
ham,here got ur favorite oyster    n got my favorite sashimi    ok lar i dun say already    wait ur stomach start rumbling   
ham,si si  i think ill go make those oreo truffles 
ham,where s my boytoy  i miss you     what happened 
ham,i don t think he has spatula hands 
ham,yo  any way we could pick something up tonight 
ham,am in gobi arts college
spam,lookatme   thanks for your purchase of a video clip from lookatme   you ve been charged 35p  think you can do better  why not send a video in a mmsto 32323 
ham,if i was i wasn t paying attention
ham,waiting 4 my tv show 2 start lor    u leh still busy doing ur report 
spam,for sale   arsenal dartboard  good condition but no doubles or trebles 
ham,kind of  took it to garage  centre part of exhaust needs replacing  part ordered n taking it to be fixed tomo morning 
ham,great  i was getting worried about you  just know that a wonderful and caring person like you will have only the best in life  know that u r wonderful and god s love is yours 
ham,today is sorry day   if ever i was angry with you  if ever i misbehaved or hurt you  plz plz just slap urself bcoz  its ur fault  i m basically good
ham,yeah why not  is the gang all ready
spam,please call 08712402972 immediately as there is an urgent message waiting for you
ham,no  did you multimedia message them or e mail 
ham,i m done oredi   
ham,thanks for understanding  i ve been trying to tell sura that 
ham,k  k  any special today 
ham,well  i m glad you didn t find it totally disagreeable     lol
ham,ok   
ham,yun ah now ì_ wkg where btw if ì_ go nus sc  ìï wana specialise in wad 
spam,sorry  u can not unsubscribe yet  the mob offer package has a min term of 54 weeks  pls resubmit request after expiry  reply themob help 4 more info
ham,let me know how to contact you  i ve you settled in a room  lets know you are ok 
ham,usually the body takes care of it buy making sure it doesnt progress  can we pls continue this talk on saturday 
spam, pls stop bootydelious  32 f  is inviting you to be her friend  reply yes 434 or no 434 see her  www sms ac u bootydelious stop  send stop frnd to 62468
ham,no de  but call me after some time  ill tell you k
ham,he neva grumble but i sad lor    hee    buy tmr lor aft lunch  but we still meetin 4 lunch tmr a not  neva hear fr them lei  ìï got a lot of work ar 
ham,i tot it s my group mate    lucky i havent reply    wat time do ì_ need to leave    
ham,you only hate me  you can call any but you didnt accept even a single call of mine  or even you messaged
ham,you still coming tonight 
ham,hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate
ham,headin towards busetop
ham,sez  hows u   de arab boy  hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx
ham,hiya do u like the hlday pics looked horrible in them so took mo out  hows the camp amrca thing  speak soon serena  
spam,camera   you are awarded a sipix digital camera  call 09061221066 fromm landline  delivery within 28 days 
ham, said kiss  kiss  i can t do the sound effects  he is a gorgeous man isn t he  kind of person who needs a smile to brighten his day  
ham,just getting back home
ham,crazy ar he s married  ìï like gd looking guys not me  my frens like say he s korean leona s fave but i dun thk he is  aft some thinking mayb most prob i ll go 
ham,you unbelievable faglord
ham,wat r u doing 
ham,fr ndship is like a needle of a clock  though v r in d same clock  v r nt able 2 met  evn if v meet itz only 4few seconds  bt v alwys stay conected  gud 9t   
ham,babe   i lost you     will you try rebooting  
ham,what today sunday  sunday is holiday  so no work  
spam,update_now   12mths half price orange line rental  400mins   call mobileupd8 on 08000839402 or call2optout j5q
ham,tmr then ì_ brin lar    aiya later i come n c lar    mayb ì_ neva set properly ì_ got da help sheet wif ì_   
ham,shall call now dear having food
ham,wow v v impressed  have funs shopping 
ham,glad to see your reply 
ham,lara said she can loan me   lt   gt   
ham,i m not driving    raining  then i ll get caught at e mrt station lor 
ham,when people see my msgs  they think iam addicted to msging    they are wrong  bcoz they don  t know that iam addicted to my sweet friends     bslvyl
ham,not sure yet  still trying to get a hold of him
ham,would me smoking you out help us work through this difficult time
ham,i dont know oh  hopefully this month 
ham,plz note  if anyone calling from a mobile co   amp  asks u to type    lt   gt   or    lt   gt    do not do so  disconnect the call coz it iz an attempt of  terrorist  to make use of the sim card no  itz confirmd by nokia n motorola n has been verified by cnn ibn 
ham,ha ha cool cool chikku chikku     db  
ham,yalru lyfu astne chikku   bt innu mundhe lyf ali halla ke bilo  marriage program edhae  so lyf is nt yet ovr chikku  ali vargu lyfu meow meow  d
spam,freemsg  1 month unlimited free calls  activate smartcall txt  call to no  68866  subscriptn3gbp wk unlimited calls help  08448714184 stop txt stop landlineonly
ham,beautiful truth against gravity   read carefully   our heart feels light when someone is in it   but it feels very heavy when someone leaves it     good night 
ham,no  its not specialisation  can work but its slave labor  will look for it this month sha cos no shakara 4 beggar 
ham,shall i bring us a bottle of wine to keep us amused  only joking  i û ll bring one anyway
ham,my sis is catching e show in e afternoon so i m not watching w her  so c u wan 2 watch today or tmr lor 
ham,check mail i have mailed varma and kept copy to you regarding membership take care insha allah 
ham,k  if u bored up just come to my home  
ham, are you comingdown later    
spam,urgent   your 4  costa del sol holiday or å 5000 await collection  call 09050090044 now toclaim  sae  tc s  pobox334  stockport  sk38xh  costå 1 50 pm  max10mins
ham,what u mean u almost done  done wif sleeping  but i tot u going to take a nap   yup i send her liao so i m picking her up at ard 4 smth lor  
